Unnamed: 0,long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,comment
91,Владивостокский филиал Российской таможенной академии,Владивостокский филиал РТА,Приморский край,1,-1,https://tabiturient.ru/logovuz/rta.png,https://vfrta.customs.gov.ru/,[],[],[],['vfrta@vfrta.ru'],
92,Владикавказский филиал Финансового Университета при Правительстве Российской Федерации,Владикавказский филиал ФУ при Правительстве РФ,Республика Северная Осетия - Алания,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/vladik/,[],[],[],[],
93,Владимирский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Владимирский филиал РАНХиГС,Владимирская область,1,-1,https://tabiturient.ru/logovuz/vlad_ranepa.png,https://vlad.ranepa.ru/,[],[],[],[],
94,Владимирский филиал Финансового Университета при Правительстве Российской Федерации,Владимирский филиал ФУ при Правительстве РФ,Владимирская область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/vladimir/,[],[],[],[],
95,Вологодский государственный университет,ВоГУ,Вологодская область,1,5,https://tabiturient.ru/logovuz/vogu.png,https://vogu35.ru/,"['8172)72-50-33', '8172) 72-46-45', '8172)72-50-73']",['8172) 72-46-45'],['kanz@vogu35.ru'],"['kanz@vogu35.ru', '72-45-62kanz@vogu35.ru', '72-54-49pk@vogu35.ru']",
96,Волгоградский государственный аграрный университет,ВолГАУ,Волгоградская область,1,3,https://tabiturient.ru/logovuz/volgau.png,http://www.volgau.com/,[],[],[],"['volgau@volgau.com', 'shashko.volgaumedia@bk.ru']",
97,Волгоградский государственный технический университет,ВолгГТУ,Волгоградская область,1,5,https://tabiturient.ru/logovuz/vstu.png,http://www.vstu.ru/,['8442) 23-00-76'],[],[],[],
98,Волго-Вятский институт - филиал Университета имени О. Е. Кутафина (МГЮА),Волго-Вятский филиал Университета им. Кутафина (МГЮА),Кировская область,1,-1,https://tabiturient.ru/logovuz/mgua.png,https://msalkirov.ru/,['+7 (8332) 35-48-82'],['+7 (8332) 64-03-01'],['kirov@msal.ru'],['pk@msalkirov.ru'],
99,Волгоградский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Волгоградский институт управления РАНХиГС,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/vlgr_ranepa.png,https://vlgr.ranepa.ru/,"['+7 (8442) 24-17-36', '+7 (8442) 24-17-43']",[],[],"['referent-vlgr@ranepa.ru', 'priem-vlgr@ranepa.ru']",
100,Волгоградский филиал Российского экономического университета имени Г.В. Плеханова,Волгоградский филиал РЭУ им. Плеханова,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/reu.png,https://volgograd.rea.ru/,['+7 (495) 958-27-43'],['8 (800) 222-55-71'],[],"['volgograd.pk@rea.ru', 'rector@rea.ru']",
101,Волжский политехнический институт (филиал) Волгоградского государственного технического университета,Волжский политехнический институт (филиал) ВолгГТУ,Вологодская область,1,-1,https://tabiturient.ru/logovuz/vstu.png,https://volpi.ru/,[],[],[],[],
102,Волжский филиал Волгоградского государственного университета,Волжский филиал ВолГУ,Волгоградская область,1,-1,https://tabiturient.ru/logovuz/volsu.png,https://vgi2.volsu.ru/,['8443) 51-53-01'],[],[],['priem@vgi.volsu.ru'],
103,Вологодская государственная молочнохозяйственная академия имени Н.В. Верещагина,Вологодская ГМХА,Вологодская область,1,3,https://tabiturient.ru/logovuz/molochnoe.png,https://molochnoe.ru/,[],[],[],[],
104,Вологодский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации,Вологодский филиал РАНХиГС,Вологодская область,1,-1,https://tabiturient.ru/logovuz/volog_ranepa.png,https://volog.ranepa.ru/,[],[],[],[],
105,Волховский филиал Российского государственного педагогического университета имени А.И. Герцена,Волховский филиал РГПУ им. А.И. Герцена,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/herzen.png,https://volhov.herzen.spb.ru/,['8(964)332-37-79'],['8(964)332-37-79'],[],[],
